IRF,NFkB,IFNb,p50,Stimulus,Genotype,Dataset
0.249,1.0,0.6,0,LPS,p50KO,synthetic_6
0.01,0.8,0.0,1,CpG,WT,synthetic_6
0.01,0.8,0.3,0,CpG,p50KO,synthetic_6
0.248,0.0,0.2,1,LPS,relacrelKO,synthetic_6
0.01,1.0,0.0,1,LPS,irf3irf7KO,synthetic_6
1.0,0.498,1.0,1,polyIC,WT,synthetic_6
0.998,0.0,1.0,1,polyIC,relacrelKO,synthetic_6
0.1,0.494,0.2,1,polyIC,irf3irf7KO,synthetic_6
0.0,0.498,0.0,1,polyIC,irf3irf5irf7KO,synthetic_6
0.249,0.995,0.6,1,LPS,WT,synthetic_7
0.248,0.986,0.6,0,LPS,p50KO,synthetic_7
0.01,0.796,0.0,1,CpG,WT,synthetic_7
0.01,0.799,0.3,0,CpG,p50KO,synthetic_7
0.25,0.0,0.2,1,LPS,relacrelKO,synthetic_7
0.01,1.0,0.0,1,LPS,irf3irf7KO,synthetic_7
1.0,0.499,1.0,1,polyIC,WT,synthetic_7
0.996,0.0,1.0,1,polyIC,relacrelKO,synthetic_7
0.1,0.495,0.2,1,polyIC,irf3irf7KO,synthetic_7
0.0,0.494,0.0,1,polyIC,irf3irf5irf7KO,synthetic_7
0.249,1.0,0.6,1,LPS,WT,synthetic_8
0.255,0.991,0.6,0,LPS,p50KO,synthetic_8
0.01,0.797,0.0,1,CpG,WT,synthetic_8
0.01,0.8,0.3,0,CpG,p50KO,synthetic_8
0.25,0.0,0.2,1,LPS,relacrelKO,synthetic_8
0.01,1.0,0.0,1,LPS,irf3irf7KO,synthetic_8
1.0,0.494,1.0,1,polyIC,WT,synthetic_8
1.0,0.0,1.0,1,polyIC,relacrelKO,synthetic_8
0.101,0.508,0.2,1,polyIC,irf3irf7KO,synthetic_8
0.0,0.499,0.0,1,polyIC,irf3irf5irf7KO,synthetic_8
0.251,0.998,0.6,1,LPS,WT,synthetic_9
0.254,0.994,0.6,0,LPS,p50KO,synthetic_9
0.01,0.806,0.0,1,CpG,WT,synthetic_9
0.01,0.799,0.3,0,CpG,p50KO,synthetic_9
0.25,0.0,0.2,1,LPS,relacrelKO,synthetic_9
0.01,0.988,0.0,1,LPS,irf3irf7KO,synthetic_9
0.994,0.502,1.0,1,polyIC,WT,synthetic_9
0.978,0.0,1.0,1,polyIC,relacrelKO,synthetic_9
0.099,0.498,0.2,1,polyIC,irf3irf7KO,synthetic_9
0.0,0.499,0.0,1,polyIC,irf3irf5irf7KO,synthetic_9
0.247,1.0,0.6,1,LPS,WT,synthetic_10
0.25,0.993,0.6,0,LPS,p50KO,synthetic_10
0.01,0.796,0.0,1,CpG,WT,synthetic_10
0.01,0.791,0.3,0,CpG,p50KO,synthetic_10
0.25,0.0,0.2,1,LPS,relacrelKO,synthetic_10
0.01,1.0,0.0,1,LPS,irf3irf7KO,synthetic_10
0.999,0.491,1.0,1,polyIC,WT,synthetic_10
0.997,0.0,1.0,1,polyIC,relacrelKO,synthetic_10
0.1,0.501,0.2,1,polyIC,irf3irf7KO,synthetic_10
0.0,0.498,0.0,1,polyIC,irf3irf5irf7KO,synthetic_10
0.252,1.0,0.6,1,LPS,WT,synthetic_11
0.247,1.0,0.6,0,LPS,p50KO,synthetic_11
0.01,0.806,0.0,1,CpG,WT,synthetic_11
0.01,0.799,0.3,0,CpG,p50KO,synthetic_11
0.248,0.0,0.2,1,LPS,relacrelKO,synthetic_11
0.01,0.994,0.0,1,LPS,irf3irf7KO,synthetic_11
1.0,0.506,1.0,1,polyIC,WT,synthetic_11
1.0,0.0,1.0,1,polyIC,relacrelKO,synthetic_11
0.1,0.499,0.2,1,polyIC,irf3irf7KO,synthetic_11
0.0,0.503,0.0,1,polyIC,irf3irf5irf7KO,synthetic_11
0.25,0.99,0.6,1,LPS,WT,synthetic_12
0.247,0.995,0.6,0,LPS,p50KO,synthetic_12
0.01,0.794,0.0,1,CpG,WT,synthetic_12
0.01,0.812,0.3,0,CpG,p50KO,synthetic_12
0.248,0.0,0.2,1,LPS,relacrelKO,synthetic_12
0.01,1.0,0.0,1,LPS,irf3irf7KO,synthetic_12
1.0,0.5,1.0,1,polyIC,WT,synthetic_12
0.996,0.0,1.0,1,polyIC,relacrelKO,synthetic_12
0.1,0.502,0.2,1,polyIC,irf3irf7KO,synthetic_12
0.0,0.501,0.0,1,polyIC,irf3irf5irf7KO,synthetic_12
0.247,0.994,0.6,1,LPS,WT,synthetic_13
0.251,1.0,0.6,0,LPS,p50KO,synthetic_13
0.01,0.79,0.0,1,CpG,WT,synthetic_13
0.01,0.805,0.3,0,CpG,p50KO,synthetic_13
0.248,0.0,0.2,1,LPS,relacrelKO,synthetic_13
0.01,1.0,0.0,1,LPS,irf3irf7KO,synthetic_13
0.995,0.498,1.0,1,polyIC,WT,synthetic_13
0.997,0.0,1.0,1,polyIC,relacrelKO,synthetic_13
0.1,0.5,0.2,1,polyIC,irf3irf7KO,synthetic_13
0.0,0.505,0.0,1,polyIC,irf3irf5irf7KO,synthetic_13
0.253,1.0,0.6,1,LPS,WT,synthetic_14
0.252,1.0,0.6,0,LPS,p50KO,synthetic_14
0.01,0.807,0.0,1,CpG,WT,synthetic_14
0.01,0.795,0.3,0,CpG,p50KO,synthetic_14
0.249,0.0,0.2,1,LPS,relacrelKO,synthetic_14
0.01,1.0,0.0,1,LPS,irf3irf7KO,synthetic_14
1.0,0.505,1.0,1,polyIC,WT,synthetic_14
0.997,0.0,1.0,1,polyIC,relacrelKO,synthetic_14
0.1,0.506,0.2,1,polyIC,irf3irf7KO,synthetic_14
0.0,0.498,0.0,1,polyIC,irf3irf5irf7KO,synthetic_14
0.252,0.998,0.6,1,LPS,WT,synthetic_15
0.247,0.99,0.6,0,LPS,p50KO,synthetic_15
0.01,0.799,0.0,1,CpG,WT,synthetic_15
0.01,0.792,0.3,0,CpG,p50KO,synthetic_15
0.251,0.0,0.2,1,LPS,relacrelKO,synthetic_15
0.01,1.0,0.0,1,LPS,irf3irf7KO,synthetic_15
0.994,0.507,1.0,1,polyIC,WT,synthetic_15
0.997,0.0,1.0,1,polyIC,relacrelKO,synthetic_15
0.099,0.503,0.2,1,polyIC,irf3irf7KO,synthetic_15
0.0,0.501,0.0,1,polyIC,irf3irf5irf7KO,synthetic_15
0.248,0.997,0.6,1,LPS,WT,synthetic_16
0.252,0.985,0.6,0,LPS,p50KO,synthetic_16
0.01,0.804,0.0,1,CpG,WT,synthetic_16
0.01,0.799,0.3,0,CpG,p50KO,synthetic_16
0.25,0.0,0.2,1,LPS,relacrelKO,synthetic_16
0.01,1.0,0.0,1,LPS,irf3irf7KO,synthetic_16
0.993,0.497,1.0,1,polyIC,WT,synthetic_16
1.0,0.0,1.0,1,polyIC,relacrelKO,synthetic_16
0.1,0.509,0.2,1,polyIC,irf3irf7KO,synthetic_16
0.0,0.491,0.0,1,polyIC,irf3irf5irf7KO,synthetic_16
0.249,0.997,0.6,1,LPS,WT,synthetic_17
0.251,1.0,0.6,0,LPS,p50KO,synthetic_17
0.01,0.794,0.0,1,CpG,WT,synthetic_17
0.01,0.791,0.3,0,CpG,p50KO,synthetic_17
0.252,0.0,0.2,1,LPS,relacrelKO,synthetic_17
0.01,0.977,0.0,1,LPS,irf3irf7KO,synthetic_17
1.0,0.497,1.0,1,polyIC,WT,synthetic_17
1.0,0.0,1.0,1,polyIC,relacrelKO,synthetic_17
0.1,0.506,0.2,1,polyIC,irf3irf7KO,synthetic_17
0.0,0.497,0.0,1,polyIC,irf3irf5irf7KO,synthetic_17
0.249,0.998,0.6,1,LPS,WT,synthetic_18
0.249,1.0,0.6,0,LPS,p50KO,synthetic_18
0.01,0.797,0.0,1,CpG,WT,synthetic_18
0.01,0.798,0.3,0,CpG,p50KO,synthetic_18
0.251,0.0,0.2,1,LPS,relacrelKO,synthetic_18
0.01,0.988,0.0,1,LPS,irf3irf7KO,synthetic_18
0.994,0.504,1.0,1,polyIC,WT,synthetic_18
0.995,0.0,1.0,1,polyIC,relacrelKO,synthetic_18
0.1,0.494,0.2,1,polyIC,irf3irf7KO,synthetic_18
0.0,0.502,0.0,1,polyIC,irf3irf5irf7KO,synthetic_18
0.251,0.987,0.6,1,LPS,WT,synthetic_19
0.248,1.0,0.6,0,LPS,p50KO,synthetic_19
0.01,0.806,0.0,1,CpG,WT,synthetic_19
0.01,0.804,0.3,0,CpG,p50KO,synthetic_19
0.251,0.0,0.2,1,LPS,relacrelKO,synthetic_19
0.01,1.0,0.0,1,LPS,irf3irf7KO,synthetic_19
1.0,0.494,1.0,1,polyIC,WT,synthetic_19
0.987,0.0,1.0,1,polyIC,relacrelKO,synthetic_19
0.1,0.501,0.2,1,polyIC,irf3irf7KO,synthetic_19
0.0,0.505,0.0,1,polyIC,irf3irf5irf7KO,synthetic_19
0.249,1.0,0.6,1,LPS,WT,synthetic_20
0.25,0.997,0.6,0,LPS,p50KO,synthetic_20
0.01,0.785,0.0,1,CpG,WT,synthetic_20
0.01,0.808,0.3,0,CpG,p50KO,synthetic_20
0.253,0.0,0.2,1,LPS,relacrelKO,synthetic_20
0.01,0.997,0.0,1,LPS,irf3irf7KO,synthetic_20
1.0,0.497,1.0,1,polyIC,WT,synthetic_20
1.0,0.0,1.0,1,polyIC,relacrelKO,synthetic_20
0.1,0.497,0.2,1,polyIC,irf3irf7KO,synthetic_20
0.0,0.499,0.0,1,polyIC,irf3irf5irf7KO,synthetic_20
0.253,0.995,0.6,1,LPS,WT,synthetic_21
0.249,0.998,0.6,0,LPS,p50KO,synthetic_21
0.01,0.787,0.0,1,CpG,WT,synthetic_21
0.01,0.797,0.3,0,CpG,p50KO,synthetic_21
0.252,0.0,0.2,1,LPS,relacrelKO,synthetic_21
0.01,1.0,0.0,1,LPS,irf3irf7KO,synthetic_21
1.0,0.505,1.0,1,polyIC,WT,synthetic_21
1.0,0.0,1.0,1,polyIC,relacrelKO,synthetic_21
0.1,0.5,0.2,1,polyIC,irf3irf7KO,synthetic_21
0.0,0.49,0.0,1,polyIC,irf3irf5irf7KO,synthetic_21
0.248,1.0,0.6,1,LPS,WT,synthetic_22
0.25,0.988,0.6,0,LPS,p50KO,synthetic_22
0.01,0.799,0.0,1,CpG,WT,synthetic_22
0.01,0.804,0.3,0,CpG,p50KO,synthetic_22
0.25,0.0,0.2,1,LPS,relacrelKO,synthetic_22
0.01,1.0,0.0,1,LPS,irf3irf7KO,synthetic_22
0.999,0.506,1.0,1,polyIC,WT,synthetic_22
0.993,0.0,1.0,1,polyIC,relacrelKO,synthetic_22
0.099,0.501,0.2,1,polyIC,irf3irf7KO,synthetic_22
0.0,0.502,0.0,1,polyIC,irf3irf5irf7KO,synthetic_22
0.251,0.992,0.6,1,LPS,WT,synthetic_23
0.254,1.0,0.6,0,LPS,p50KO,synthetic_23
0.01,0.793,0.0,1,CpG,WT,synthetic_23
0.01,0.802,0.3,0,CpG,p50KO,synthetic_23
0.249,0.0,0.2,1,LPS,relacrelKO,synthetic_23
0.01,1.0,0.0,1,LPS,irf3irf7KO,synthetic_23
0.996,0.511,1.0,1,polyIC,WT,synthetic_23
1.0,0.0,1.0,1,polyIC,relacrelKO,synthetic_23
0.099,0.504,0.2,1,polyIC,irf3irf7KO,synthetic_23
0.0,0.498,0.0,1,polyIC,irf3irf5irf7KO,synthetic_23
0.251,0.993,0.6,1,LPS,WT,synthetic_24
0.249,1.0,0.6,0,LPS,p50KO,synthetic_24
0.01,0.803,0.0,1,CpG,WT,synthetic_24
0.01,0.802,0.3,0,CpG,p50KO,synthetic_24
0.249,0.0,0.2,1,LPS,relacrelKO,synthetic_24
0.01,1.0,0.0,1,LPS,irf3irf7KO,synthetic_24
0.995,0.497,1.0,1,polyIC,WT,synthetic_24
0.999,0.0,1.0,1,polyIC,relacrelKO,synthetic_24
0.1,0.503,0.2,1,polyIC,irf3irf7KO,synthetic_24
0.0,0.5,0.0,1,polyIC,irf3irf5irf7KO,synthetic_24
0.254,1.0,0.6,1,LPS,WT,synthetic_25
0.248,0.991,0.6,0,LPS,p50KO,synthetic_25
0.01,0.798,0.0,1,CpG,WT,synthetic_25
0.01,0.801,0.3,0,CpG,p50KO,synthetic_25
0.25,0.0,0.2,1,LPS,relacrelKO,synthetic_25
0.01,0.99,0.0,1,LPS,irf3irf7KO,synthetic_25
0.996,0.5,1.0,1,polyIC,WT,synthetic_25
1.0,0.0,1.0,1,polyIC,relacrelKO,synthetic_25
0.101,0.5,0.2,1,polyIC,irf3irf7KO,synthetic_25
0.0,0.5,0.0,1,polyIC,irf3irf5irf7KO,synthetic_25
0.25,1.0,0.6,1,LPS,WT,synthetic_26
0.251,1.0,0.6,0,LPS,p50KO,synthetic_26
0.01,0.807,0.0,1,CpG,WT,synthetic_26
0.01,0.81,0.3,0,CpG,p50KO,synthetic_26
0.247,0.0,0.2,1,LPS,relacrelKO,synthetic_26
0.01,1.0,0.0,1,LPS,irf3irf7KO,synthetic_26
0.981,0.499,1.0,1,polyIC,WT,synthetic_26
1.0,0.0,1.0,1,polyIC,relacrelKO,synthetic_26
0.1,0.5,0.2,1,polyIC,irf3irf7KO,synthetic_26
0.0,0.5,0.0,1,polyIC,irf3irf5irf7KO,synthetic_26
0.25,1.0,0.6,1,LPS,WT,synthetic_27
0.25,0.999,0.6,0,LPS,p50KO,synthetic_27
0.01,0.805,0.0,1,CpG,WT,synthetic_27
0.01,0.806,0.3,0,CpG,p50KO,synthetic_27
0.246,0.0,0.2,1,LPS,relacrelKO,synthetic_27
0.01,0.991,0.0,1,LPS,irf3irf7KO,synthetic_27
1.0,0.501,1.0,1,polyIC,WT,synthetic_27
1.0,0.0,1.0,1,polyIC,relacrelKO,synthetic_27
0.102,0.502,0.2,1,polyIC,irf3irf7KO,synthetic_27
0.0,0.503,0.0,1,polyIC,irf3irf5irf7KO,synthetic_27
0.249,1.0,0.6,1,LPS,WT,synthetic_28
0.25,0.995,0.6,0,LPS,p50KO,synthetic_28
0.01,0.801,0.0,1,CpG,WT,synthetic_28
0.01,0.803,0.3,0,CpG,p50KO,synthetic_28
0.246,0.0,0.2,1,LPS,relacrelKO,synthetic_28
0.01,1.0,0.0,1,LPS,irf3irf7KO,synthetic_28
1.0,0.492,1.0,1,polyIC,WT,synthetic_28
0.993,0.0,1.0,1,polyIC,relacrelKO,synthetic_28
0.101,0.501,0.2,1,polyIC,irf3irf7KO,synthetic_28
0.0,0.496,0.0,1,polyIC,irf3irf5irf7KO,synthetic_28
0.25,0.995,0.6,1,LPS,WT,synthetic_29
0.252,1.0,0.6,0,LPS,p50KO,synthetic_29
0.01,0.793,0.0,1,CpG,WT,synthetic_29
0.01,0.796,0.3,0,CpG,p50KO,synthetic_29
0.249,0.0,0.2,1,LPS,relacrelKO,synthetic_29
0.01,1.0,0.0,1,LPS,irf3irf7KO,synthetic_29
0.992,0.498,1.0,1,polyIC,WT,synthetic_29
1.0,0.0,1.0,1,polyIC,relacrelKO,synthetic_29
0.099,0.494,0.2,1,polyIC,irf3irf7KO,synthetic_29
0.0,0.5,0.0,1,polyIC,irf3irf5irf7KO,synthetic_29
0.251,0.993,0.6,1,LPS,WT,synthetic_30
0.249,1.0,0.6,0,LPS,p50KO,synthetic_30
0.01,0.804,0.0,1,CpG,WT,synthetic_30
0.01,0.79,0.3,0,CpG,p50KO,synthetic_30
0.254,0.0,0.2,1,LPS,relacrelKO,synthetic_30
0.01,1.0,0.0,1,LPS,irf3irf7KO,synthetic_30
0.991,0.495,1.0,1,polyIC,WT,synthetic_30
0.992,0.0,1.0,1,polyIC,relacrelKO,synthetic_30
0.1,0.496,0.2,1,polyIC,irf3irf7KO,synthetic_30
0.0,0.503,0.0,1,polyIC,irf3irf5irf7KO,synthetic_30
0.247,1.0,0.6,1,LPS,WT,synthetic_31
0.252,1.0,0.6,0,LPS,p50KO,synthetic_31
0.01,0.792,0.0,1,CpG,WT,synthetic_31
0.01,0.798,0.3,0,CpG,p50KO,synthetic_31
0.249,0.0,0.2,1,LPS,relacrelKO,synthetic_31
0.01,0.998,0.0,1,LPS,irf3irf7KO,synthetic_31
1.0,0.498,1.0,1,polyIC,WT,synthetic_31
1.0,0.0,1.0,1,polyIC,relacrelKO,synthetic_31
0.1,0.496,0.2,1,polyIC,irf3irf7KO,synthetic_31
0.0,0.497,0.0,1,polyIC,irf3irf5irf7KO,synthetic_31
0.251,0.999,0.6,1,LPS,WT,synthetic_32
0.247,0.999,0.6,0,LPS,p50KO,synthetic_32
0.01,0.808,0.0,1,CpG,WT,synthetic_32
0.01,0.806,0.3,0,CpG,p50KO,synthetic_32
0.249,0.0,0.2,1,LPS,relacrelKO,synthetic_32
0.01,0.996,0.0,1,LPS,irf3irf7KO,synthetic_32
1.0,0.504,1.0,1,polyIC,WT,synthetic_32
1.0,0.0,1.0,1,polyIC,relacrelKO,synthetic_32
0.1,0.498,0.2,1,polyIC,irf3irf7KO,synthetic_32
0.0,0.501,0.0,1,polyIC,irf3irf5irf7KO,synthetic_32
0.251,1.0,0.6,1,LPS,WT,synthetic_33
0.252,0.998,0.6,0,LPS,p50KO,synthetic_33
0.01,0.795,0.0,1,CpG,WT,synthetic_33
0.01,0.792,0.3,0,CpG,p50KO,synthetic_33
0.25,0.0,0.2,1,LPS,relacrelKO,synthetic_33
0.01,1.0,0.0,1,LPS,irf3irf7KO,synthetic_33
0.993,0.495,1.0,1,polyIC,WT,synthetic_33
1.0,0.0,1.0,1,polyIC,relacrelKO,synthetic_33
0.101,0.501,0.2,1,polyIC,irf3irf7KO,synthetic_33
0.0,0.499,0.0,1,polyIC,irf3irf5irf7KO,synthetic_33
0.249,1.0,0.6,1,LPS,WT,synthetic_34
0.249,0.995,0.6,0,LPS,p50KO,synthetic_34
0.01,0.804,0.0,1,CpG,WT,synthetic_34
0.01,0.798,0.3,0,CpG,p50KO,synthetic_34
0.253,0.0,0.2,1,LPS,relacrelKO,synthetic_34
0.01,0.988,0.0,1,LPS,irf3irf7KO,synthetic_34
1.0,0.498,1.0,1,polyIC,WT,synthetic_34
1.0,0.0,1.0,1,polyIC,relacrelKO,synthetic_34
0.101,0.505,0.2,1,polyIC,irf3irf7KO,synthetic_34
0.0,0.499,0.0,1,polyIC,irf3irf5irf7KO,synthetic_34
0.25,1.0,0.6,1,LPS,WT,synthetic_35
0.25,0.994,0.6,0,LPS,p50KO,synthetic_35
0.01,0.793,0.0,1,CpG,WT,synthetic_35
0.01,0.81,0.3,0,CpG,p50KO,synthetic_35
0.252,0.0,0.2,1,LPS,relacrelKO,synthetic_35
0.01,0.998,0.0,1,LPS,irf3irf7KO,synthetic_35
1.0,0.506,1.0,1,polyIC,WT,synthetic_35
1.0,0.0,1.0,1,polyIC,relacrelKO,synthetic_35
0.099,0.499,0.2,1,polyIC,irf3irf7KO,synthetic_35
0.0,0.504,0.0,1,polyIC,irf3irf5irf7KO,synthetic_35
0.251,0.994,0.6,1,LPS,WT,synthetic_36
0.25,1.0,0.6,0,LPS,p50KO,synthetic_36
0.01,0.798,0.0,1,CpG,WT,synthetic_36
0.01,0.793,0.3,0,CpG,p50KO,synthetic_36
0.251,0.0,0.2,1,LPS,relacrelKO,synthetic_36
0.01,1.0,0.0,1,LPS,irf3irf7KO,synthetic_36
0.986,0.499,1.0,1,polyIC,WT,synthetic_36
1.0,0.0,1.0,1,polyIC,relacrelKO,synthetic_36
0.1,0.498,0.2,1,polyIC,irf3irf7KO,synthetic_36
0.0,0.503,0.0,1,polyIC,irf3irf5irf7KO,synthetic_36
0.247,0.999,0.6,1,LPS,WT,synthetic_37
0.253,0.996,0.6,0,LPS,p50KO,synthetic_37
0.01,0.785,0.0,1,CpG,WT,synthetic_37
0.01,0.804,0.3,0,CpG,p50KO,synthetic_37
0.25,0.0,0.2,1,LPS,relacrelKO,synthetic_37
0.01,0.997,0.0,1,LPS,irf3irf7KO,synthetic_37
0.992,0.499,1.0,1,polyIC,WT,synthetic_37
1.0,0.0,1.0,1,polyIC,relacrelKO,synthetic_37
0.099,0.503,0.2,1,polyIC,irf3irf7KO,synthetic_37
0.0,0.496,0.0,1,polyIC,irf3irf5irf7KO,synthetic_37
0.25,0.994,0.6,1,LPS,WT,synthetic_38
0.244,0.997,0.6,0,LPS,p50KO,synthetic_38
0.01,0.8,0.0,1,CpG,WT,synthetic_38
0.01,0.784,0.3,0,CpG,p50KO,synthetic_38
0.252,0.0,0.2,1,LPS,relacrelKO,synthetic_38
0.01,0.992,0.0,1,LPS,irf3irf7KO,synthetic_38
0.998,0.497,1.0,1,polyIC,WT,synthetic_38
0.995,0.0,1.0,1,polyIC,relacrelKO,synthetic_38
0.1,0.501,0.2,1,polyIC,irf3irf7KO,synthetic_38
0.0,0.5,0.0,1,polyIC,irf3irf5irf7KO,synthetic_38
0.25,1.0,0.6,1,LPS,WT,synthetic_39
0.247,1.0,0.6,0,LPS,p50KO,synthetic_39
0.01,0.808,0.0,1,CpG,WT,synthetic_39
0.01,0.802,0.3,0,CpG,p50KO,synthetic_39
0.249,0.0,0.2,1,LPS,relacrelKO,synthetic_39
0.01,1.0,0.0,1,LPS,irf3irf7KO,synthetic_39
0.977,0.498,1.0,1,polyIC,WT,synthetic_39
0.992,0.0,1.0,1,polyIC,relacrelKO,synthetic_39
0.1,0.497,0.2,1,polyIC,irf3irf7KO,synthetic_39
0.0,0.503,0.0,1,polyIC,irf3irf5irf7KO,synthetic_39
0.25,1.0,0.6,1,LPS,WT,synthetic_40
0.252,0.998,0.6,0,LPS,p50KO,synthetic_40
0.01,0.801,0.0,1,CpG,WT,synthetic_40
0.01,0.793,0.3,0,CpG,p50KO,synthetic_40
0.247,0.0,0.2,1,LPS,relacrelKO,synthetic_40
0.01,1.0,0.0,1,LPS,irf3irf7KO,synthetic_40
1.0,0.5,1.0,1,polyIC,WT,synthetic_40
1.0,0.0,1.0,1,polyIC,relacrelKO,synthetic_40
0.1,0.5,0.2,1,polyIC,irf3irf7KO,synthetic_40
0.0,0.505,0.0,1,polyIC,irf3irf5irf7KO,synthetic_40
0.248,1.0,0.6,1,LPS,WT,synthetic_41
0.249,1.0,0.6,0,LPS,p50KO,synthetic_41
0.01,0.789,0.0,1,CpG,WT,synthetic_41
0.01,0.8,0.3,0,CpG,p50KO,synthetic_41
0.251,0.0,0.2,1,LPS,relacrelKO,synthetic_41
0.01,0.991,0.0,1,LPS,irf3irf7KO,synthetic_41
0.992,0.498,1.0,1,polyIC,WT,synthetic_41
0.996,0.0,1.0,1,polyIC,relacrelKO,synthetic_41
0.1,0.495,0.2,1,polyIC,irf3irf7KO,synthetic_41
0.0,0.501,0.0,1,polyIC,irf3irf5irf7KO,synthetic_41
0.25,1.0,0.6,1,LPS,WT,synthetic_42
0.249,0.986,0.6,0,LPS,p50KO,synthetic_42
0.01,0.795,0.0,1,CpG,WT,synthetic_42
0.01,0.808,0.3,0,CpG,p50KO,synthetic_42
0.252,0.0,0.2,1,LPS,relacrelKO,synthetic_42
0.01,0.992,0.0,1,LPS,irf3irf7KO,synthetic_42
0.991,0.494,1.0,1,polyIC,WT,synthetic_42
1.0,0.0,1.0,1,polyIC,relacrelKO,synthetic_42
0.1,0.496,0.2,1,polyIC,irf3irf7KO,synthetic_42
0.0,0.497,0.0,1,polyIC,irf3irf5irf7KO,synthetic_42
0.25,0.989,0.6,1,LPS,WT,synthetic_43
